source;text;created_at;retweet_count;favorite_count;is_retweet;id_str;;;
Twitter for iPhone;If you want your 401k’s  and Stocks, which are getting close to an all time high (NASDAQ is already there), to disintegrate and disappear, vote for the Radical Left Do Nothing Democrats and Corrupt Joe Biden. Massive Tax Hikes - They will make you very poor, FAST!;07-06-2020 12:26:47;26198;104840;false;1280115980090380288
Twitter for iPhone;RT @ACTforAmerica: Barack Obama &amp; Joe Biden left federal stockpiles EMPTY &amp; EXPOSED our country!;07-03-2020 03:16:48;6714;0;false;1278890408710418432
Twitter for iPhone;Wow! May retail sales show biggest one-month increase of ALL TIME, up 17.7%. Far bigger than projected. Looks like a BIG DAY FOR THE STOCK MARKET, AND JOBS!;06-16-2020 12:39:02;44276;226851;false;1272871304572678144
Twitter for iPhone;RT @GOP: The Transition to Greatness has BEGUN as the stock market continues to SURGE!https://t.co/ci53LzN6BM;06-09-2020 12:09:54;3547;0;false;1270327256624308224
Twitter for iPhone;Big day for Stock Market. Smart money, and the World, know that we are heading in the right direction. Jobs coming back FAST. Next year will be our greatest ever!;06-08-2020 15:31:59;36170;180086;false;1270015726502457349
Twitter for iPhone;I feel more and more confident that our economy is in the early stages of coming back very strong. Not everyone agrees with me, but I have little doubt. Watch for September, October, November. Next year will be one of the best ever, and look at the Stock Market NOW!;06-04-2020 01:45:59;45814;259188;false;1268358305170296833
Twitter for iPhone;So ridiculous to see Twitter trying to make the case that Mail-In Ballots are not subject to FRAUD. How stupid, there are examples, &amp; cases, all over the place. Our election process will become badly tainted &amp; a laughingstock all over the World. Tell that to your hater @yoyoel;05-28-2020 16:44:00;45182;168528;false;1266047584038256640
Twitter for iPhone;RT @realDonaldTrump: Stock Market up BIG, DOW crosses 25,000. S&amp;P 500 over 3000. States should open up ASAP. The Transition to Greatness ha…;05-27-2020 02:19:14;37280;0;false;1265467567793229829
Twitter for iPhone;We made most Governors look very good, even great, by getting them the Ventilators, unlimited Testing, and supplies, all of which they should have had in their own stockpiles. So they look great, and I just keep rolling along, doing great things and getting Fake Lamestream News!;05-26-2020 15:01:26;25854;127674;false;1265296994056183809
Twitter for iPhone;Stock Market up BIG, DOW crosses 25,000. S&amp;P 500 over 3000. States should open up ASAP. The Transition to Greatness has started, ahead of schedule. There will be ups and downs, but next year will be one of the best ever!;05-26-2020 13:45:49;37290;157488;false;1265277965383983104
Twitter for iPhone;Cuomo ridiculously wanted “40 thousand Ventilators”. We gave him a small fraction of that number, and it was plenty. State should have had them in stockpile!;04-17-2020 17:00:01;25774;127520;false;1251193712580968450
Twitter for iPhone;RT @OANN: Report: Obama admin. repeatedly cut PPE stockpile, failed to replenish s... https://t.co/ikk9TKj85x #OANN;04-12-2020 22:53:07;12327;0;false;1249470633605574656
Twitter for iPhone;This week, in only 4 days, we had the biggest Stock Market increase since 1974. We have a great chance for the really big bounce when the Invisible Enemy is gone!;04-10-2020 11:30:20;35656;217469;false;1248574029289619458
Twitter for iPhone;RT @ByronYork: From @USATODAY: 'Fact check: Did the Obama administration deplete the federal stockpile of N95 masks?' Verdict: 'True.' http…;04-05-2020 01:58:19;12394;0;false;1246618136922685441
Twitter for iPhone;....have been stocked up and ready long before this crisis hit. Other states are thrilled with the job we have done. Sending many Ventilators today, with thousands being built. 51 large cargo planes coming in with medical supplies. Prefer sending directly to hospitals.;04-02-2020 13:17:22;14384;63572;false;1245701859697967105
Twitter for iPhone;RT @WhiteHouse: President @realDonaldTrump gave an update on the medical equipment and supplies being moved from our federal stockpile to t…;03-23-2020 00:38:30;8908;0;false;1241887008747917314
Twitter for iPhone;RT @GOPLeader: RT to thank those who are keeping the shelves stocked and the deliveries coming. → Truck drivers→ Postal workers→ Superma…;03-22-2020 16:07:06;31419;0;false;1241758310136786947
Twitter for iPhone;BIGGEST STOCK MARKET RISE IN HISTORY YESTERDAY!;03-14-2020 12:08:12;30121;184027;false;1238799084263260161
Twitter for iPhone;The Coronavirus is very much under control in the USA. We are in contact with everyone and all relevant countries. CDC &amp; World Health have been working hard and very smart. Stock Market starting to look very good to me!;02-24-2020 21:42:02;26995;138245;false;1232058127740174339
Twitter for iPhone;Highest Stock Market In History, By Far!;02-19-2020 15:42:44;18301;109098;false;1230155765349928960
Twitter for iPhone;New Stock Market RECORD. Congratulations, spend your money wisely. KEEP AMERICA GREAT!!!!!;02-11-2020 15:49:53;22538;121782;false;1227258461106425857
Twitter for iPhone;RT @SenJohnBarrasso: Since @realDonaldTrump took office, we’ve added 7 million new jobs, consumer confidence &amp; the stock market are at all-…;01-25-2020 01:42:28;6553;0;false;1220884609547866113
Twitter for iPhone;If you listened to the flawed advice of @paulkrugman at the @nytimes, a newspaper that was going broke until I came along, you would have entirely missed the RECORD BREAKING Stock Market (and other) numbers produced since Election Day, 2016. Sorry, those are the FACTS.....;01-19-2020 00:52:42;18569;78331;false;1218697758728769536
Twitter for iPhone;If you listened to the flawed advice of @paulkrugman at the @nytimes, a newspaper that was going broke until I came along, you would have entirely missed the RECORD BREAKING Stock Market (and other) numbers produced since Election Day, 2016. Sorry, those are the FACTS....;01-19-2020 00:42:23;1388;4817;false;1218695161758322689
Twitter for iPhone;If you listened to the flawed advice of @paulkrugman at the @nytimes, a newspaper that was going broke until I came along, you would have entirely missed the RECORD BREAKING Stock Market (and other) numbers produced since Election Day, 2016. Sorry, those are the FACTS....;01-19-2020 00:32:23;1865;6506;false;1218692645385535499
Twitter for iPhone;RT @realDonaldTrump: “Trade Deals Drive Stocks To Record Highs.” @FoxNews;01-18-2020 14:57:11;18545;0;false;1218547890299248641
Twitter for iPhone;“Trade Deals Drive Stocks To Record Highs.” @FoxNews;01-18-2020 13:35:26;18545;91745;false;1218527317116575744
Twitter for iPhone;Heading to Florida for big Republican Party event. New Stock Market Record. Jobs in USA at all-time high!;01-17-2020 20:10:15;20704;114011;false;1218264289225728000
Twitter for iPhone;STOCK MARKET AT ALL-TIME HIGH! HOW ARE YOUR 401K’S DOING? 70%, 80%, 90% up? Only 50% up! What are you doing wrong?;01-09-2020 15:47:49;26801;171288;false;1215299143066947584
Twitter for iPhone;STOCK MARKET AT ALL-TIME HIGH! HOW ARE YOUR 409K’S DOING? 70%, 80%, 90% up? Only 50% up! What are you doing wrong?;01-09-2020 14:54:59;7685;38281;false;1215285845336502272
Twitter for iPhone;“Trump Stock Market rally is far outpacing past U.S. presidents” @CNBC  With new trade deals, and more, THE BEST IS YET TO COME!;12-27-2019 14:42:30;16785;72591;false;1210571664037208064
Twitter for iPhone;“Trump stock market rally is far outpacing past US presidents” https://t.co/lFegwHMLGr;12-26-2019 20:41:48;19629;82550;false;1210299694880088065
Twitter for iPhone;“Stocks kick off Christmas week at All-Time Record Highs.” @foxandfriends;12-24-2019 12:15:46;13809;65502;false;1209447572546424832
Twitter for iPhone;STOCK MARKET CLOSES AT ALL-TIME HIGH! What a great time for the Radical Left, Do Nothing Democrats to Impeach your favorite President, especially since he has not done anything wrong!;12-24-2019 00:17:41;26635;127335;false;1209266861436809216
Twitter for iPhone;Broke all time Stock Market Record again today. 135 times since my 2016 Election Win. Thank you!;12-21-2019 04:43:40;27886;154591;false;1208246633168850944
Twitter for iPhone;Economy is GREAT, Big Stock Market uptick today. Best ranking in 20 years admits CNN! https://t.co/fhee5zYqvB;12-20-2019 21:23:11;12803;48289;false;1208135784152358913
Twitter for iPhone;The Stock Market hit another Record High yesterday, number 133 in less than three years as your all time favorite President, and the Radical Left, Do Nothing Democrats, want to impeach me. Don’t worry, I have done nothing wrong. Actually, they have!;12-17-2019 14:39:10;18901;81189;false;1206946946289668099
Twitter for iPhone;New Stock Market high! I will never get bored of telling you that – and we will never get tired of winning!;12-16-2019 17:41:51;34254;164228;false;1206630531162611712
Twitter for iPhone;Record Stock Market &amp; Jobs!;12-13-2019 13:53:02;16166;80941;false;1205485784968630272
Twitter for iPhone;Without the horror show that is the Radical Left, Do Nothing Democrats, the Stock Markets and Economy would be even better, if that is possible, and the Border would be closed to the evil of Drugs, Gangs and all other problems! #2020;12-06-2019 16:00:28;23546;88359;false;1202981139155210241
Twitter for iPhone;Stock Markets Up Record Numbers. For this year alone, Dow up 18.65%, S&amp;P up 24.36%, Nasdaq Composite up 29.17%. “It’s the economy, stupid.”;12-06-2019 13:16:35;21182;90652;false;1202939897109192704
Twitter for iPhone;Nancy Pelosi just had a nervous fit. She hates that we will soon have 182 great new judges and sooo much more. Stock Market and employment records. She says she “prays for the President.” I don’t believe her, not even close. Help the homeless in your district Nancy. USMCA?;12-05-2019 16:49:52;50558;192342;false;1202631185052164096
Twitter for iPhone;RT @WattersWorld: . @realDonaldTrump won't get the nomination, Trump won't win, Stock Market will tank, Russia Collusion...These are the st…;11-30-2019 23:45:19;6301;0;true;1200923794057187328
Twitter for iPhone;New Stock Market Record today, AGAIN. Congratulations USA!;11-27-2019 22:09:22;24290;133332;false;1199812482853933056
Twitter for iPhone;Another new Stock Market Record. Enjoy!;11-25-2019 15:05:40;23230;129013;false;1198981079723589639
Twitter for iPhone;Stock Market up big. New and Historic Record. Job, jobs, jobs!;11-15-2019 16:34:35;21321;109320;false;1195379578358960128
Twitter for iPhone;Another Record Stock Market, 21 times this year, despite an ongoing, &amp; totally unfounded, Witch Hunt, &amp; a Democrat Party that would love to see a nice, big, juicy recession. In actuality, the potential for the United States is unlimited. We will power through the Do Nothing Dems!;11-15-2019 15:17:45;17797;72748;false;1195360243708047366
Twitter for iPhone;Hit New Stock Market record again yesterday, the 20th time this year, with GREAT potential for the future. USA is where the action is. Companies and jobs are coming back like never before!;11-14-2019 13:44:07;21927;97848;false;1194974293911887873
Twitter for iPhone;RT @Varneyco: STU: "Look what we have now! A growing #economy, full #employment, rapidly rising #wages, #stockmarket record highs! How do y…;11-09-2019 12:02:39;4576;0;false;1193136819740794880
Twitter for iPhone;Stock Market up big today. A New Record. Enjoy!;11-07-2019 15:43:29;20113;114615;false;1192467617140924417
Twitter for iPhone;RT @realDonaldTrump: Stock Markets (all three) hit another ALL TIME &amp; HISTORIC HIGH yesterday! You are sooo lucky to have me as your Presid…;11-06-2019 22:46:59;31121;0;false;1192211806665629696
Twitter for iPhone;Stock Markets (all three) hit another ALL TIME &amp; HISTORIC HIGH yesterday! You are sooo lucky to have me as your President (just kidding!). Spend your money well!;11-06-2019 13:30:06;31121;168317;false;1192071660494565377
Twitter for iPhone;RT @realDonaldTrump: All-Time High for Stock Market and all the Fake News wants to talk about is the Impeachment Hoax!;11-05-2019 12:29:20;21108;0;false;1191693981404545025
Twitter for iPhone;RT @TrumpWarRoom: "So today, we just hit the highest number in the history of the stock market. ... That's for everybody. Your 401(k)'s, ho…;11-05-2019 04:57:11;6101;0;false;1191580192386494465
Twitter for iPhone;All-Time High for Stock Market and all the Fake News wants to talk about is the Impeachment Hoax!;11-04-2019 15:09:53;21117;92914;false;1191371996459884549
Twitter for iPhone;Stock Market hits RECORD HIGH. Spend your money well!;11-04-2019 13:45:24;24199;125401;false;1191350738536083459
Twitter for iPhone;Stock Market up BIG! Record highs for S&amp;P 500 and NASDAQ. Enjoy!;11-01-2019 14:08:56;19073;88249;false;1190269494788263936
Twitter for iPhone;The Impeachment Hoax is hurting our Stock Market. The Do Nothing Democrats don’t care!;10-31-2019 14:57:30;24450;105620;false;1189919331259424770
Twitter for iPhone;All of this impeachment nonsense, which is going nowhere, is driving the Stock Market, and your 401K’s, down. But that is exactly what the Democrats want to do. They are willing to hurt the Country, with only the 2020 Election in mind!;10-02-2019 15:19:09;27300;94215;false;1179415529074900992
Twitter for iPhone;You cannot judge my Stock Market performance since the Inauguration, which was very good, but only from the day after the big Election Win, which was spectacular due to the euphoria of getting Obama/Biden OUT, &amp; getting Trump/Pence IN. WentI up BIG between Nov. 9 &amp; Inauguration!;10-01-2019 10:33:47;16021;74357;false;1178981327082856448
Twitter for iPhone;If they actually did this the markets would crash. Do you think it was luck that got us to the best Stock Market and Economy in our history. It wasn’t! https://t.co/V0WGVWEWTN;09-26-2019 11:14:41;8015;34282;false;1177179678873968645
Twitter for iPhone;Since my election, many trillions of dollars of worth has been created for our Country, and the Stock Market is up over 50%. If you followed the advice of the Failing New York Times columnist, Paul Krugman, you’d be doing VERY poorly - you’d be angry and hurt. He never got it!;09-02-2019 11:38:59;13307;57221;false;1168488487433232384
Twitter for iPhone;RT @realDonaldTrump: If the Fed would cut, we would have one of the biggest Stock Market increases in a long time. Badly run and weak compa…;09-01-2019 14:04:39;14220;0;false;1168162758136872961
Twitter for iPhone;RT @FLSERT: Make sure to have a tank full of gas and stock your vehicle with emergency supplies in case you need to evacuate. Listen to dir…;08-31-2019 13:03:35;3673;0;false;1167785000642732034
Twitter for iPhone;If the Fed would cut, we would have one of the biggest Stock Market increases in a long time. Badly run and weak companies are smartly blaming these small Tariffs instead of themselves for bad management...and who can really blame them for doing that? Excuses!;08-30-2019 14:10:13;14180;58890;false;1167439383932391425
Twitter for iPhone;My Stock Market gains must be judged from the day after the Election, November 9, 2016, where the Market went up big after the win, and because of the win. Had my opponent won, CRASH!;08-25-2019 23:30:29;16592;80082;false;1165768437353738240
Twitter for iPhone;RT @MariaBartiromo: Another informant the FBI decided to turn on.   Unbelievable.   ⁦@MorningsMaria⁩     ⁦@FoxBusiness⁩ Former Overstock CE…;08-23-2019 03:26:57;6402;0;false;1164740783272075264
Twitter for iPhone;The people on the stage tonight, and last, were not those that will either Make America Great Again or Keep America Great! Our Country now is breaking records in almost every category, from Stock Market to Military to Unemployment. We have prosperity &amp; success like never before..;08-01-2019 04:05:15;28747;144987;false;1156777889100173313
Twitter for iPhone;President Trump’s Approval Rating on Economy is at 52%, a 4 point jump. Fox Poll @foxandfriends  Shouldn’t this be at 100%? Best stock market, economy and unemployment numbers ever! Most people working within U.S. ever! Low interest rates, very low inflation! Country doing great!;07-25-2019 12:07:27;18465;84561;false;1154362522830614534
Twitter for iPhone;Newest Poll: Only 11% in favor of starting ridiculous impeachment hearings. Well, let’s see: We have the Best Economy in History, the Best Employment Numbers in History, Most People Working in History, Highest Stock Market in History, Biggest Tax and Regulation Cuts in History,..;07-23-2019 11:25:46;24434;125296;false;1153627260307611648
Twitter for iPhone;Big Rally tonight in Greenville, North Carolina. Lots of great things to tell you about, including the fact that our Economy is the best it has ever been. Best Employment &amp; Stock Market Numbers EVER. I’ll talk also about people who love, and hate, our Country (mostly love)!  7:PM;07-17-2019 12:46:13;23838;108439;false;1151473175496146945
Twitter for iPhone;....Detention facilities are not Concentration Camps! America has never been stronger than it is now – rebuilt Military, highest Stock Market EVER, lowest unemployment and more people working than ever before. Keep America Great!;07-15-2019 21:08:25;30848;159282;false;1150874784642867201
Twitter for iPhone;RT @WhiteHouse: The 3 major U.S. stock indexes all closed with record highs Wednesday! https://t.co/UMvQTNn2r7;07-07-2019 19:03:06;7849;0;false;1147944143966081028
Twitter for iPhone;Today’s Stock Market is the highest in the history of our great Country! This is the 104th time since the Election of 2016 that we have reached a NEW HIGH. Congratulations USA!;07-04-2019 03:44:03;25758;130618;false;1146625696531456000
Twitter for iPhone;Iran was violating the 150 Billion Dollar (plus 1.8 Billion Dollar in CASH) Nuclear Deal with the United States, and others who paid NOTHING, long before I became President - and they have now breached their stockpile limit. Not good!;07-03-2019 04:06:20;22515;93613;false;1146268912553775110
Twitter for iPhone;“Stocks Cap Best First Half Since 1997” @WSJ Our Country is doing great!;07-01-2019 03:50:10;14898;76197;false;1145540071384375297
Twitter for iPhone;“Stocks Cap Best First Half Since 1997” @WallStreetJour  Our Country is doing great!;07-01-2019 03:32:07;1749;7227;false;1145535526394650624
Twitter for iPhone;“Stock had the Best First Half since 1997.” @WallStreetJour  Our Country is doing great - the talk of the world!;07-01-2019 03:27:29;1001;3756;false;1145534361099546624
Twitter for iPhone;The Stock Market went up massively from the day after I won the Election, all the way up to the day that I took office, because of the enthusiasm for the fact that I was going to be President. That big Stock Market increase must be credited to me. If Hillary won - a Big Crash!;06-28-2019 09:12:18;22510;119813;false;1144533973428842496
Twitter for iPhone;RT @realDonaldTrump: Stock Market is heading for one of the best months (June) in the history of our Country. Thank you Mr. President!;06-26-2019 10:50:16;20125;0;false;1143833851820724224
Twitter for iPhone;Stock Market is heading for one of the best months (June) in the history of our Country. Thank you Mr. President!;06-25-2019 12:11:59;20101;110911;false;1143492027897778176
Twitter for iPhone;I am at Camp David working on many things, including Iran! We have a great Economy, Tariffs have been very helpful both with respect to the huge Dollars coming IN, &amp; on helping to make good Trade Deals. The Dow heading to BEST June in 80 years! Stock Market BEST June in 50 years!;06-22-2019 16:55:49;17666;78495;false;1142476293331738624
Twitter for iPhone;Stock Market is on track to have the best June in over 50 years! Thank you Mr. President! @WSJ;06-22-2019 14:13:16;14570;81545;false;1142435387496902656
Twitter for iPhone;Stock Market is on track to have the best June in over 50 years! Thank you Mr. President! @WallStreetJour;06-22-2019 13:53:27;2393;11015;false;1142430401589403650
Twitter for iPhone;Since Election Day 2016, Stocks up almost 50%, Stocks gained 9.2 Trillion Dollars in value, and more than 5,000,000 new jobs added to the Economy. @LouDobbs If our opponent had won, there would have been a market crash, plain and simple! @TuckerCarlson @seanhannity @IngrahamAngle;06-20-2019 00:12:31;18971;75257;false;1141499029727121408
Twitter for iPhone;“Iran to defy Uranium Stockpile Limits”;06-17-2019 15:49:44;16488;61315;false;1140647726209781760
Twitter for iPhone;Good day in the Stock Market. People have no idea the tremendous potential our Country has for GROWTH - and many other things!;06-11-2019 13:55:01;14797;71559;false;1138444530020245505
Twitter for iPhone;RT @JA_Loans: @dbongino Does he know 90% of the Firemen’s retirement is dependent on the US Economy and invested in US Stock? Do not think…;05-01-2019 10:00:28;2760;0;false;1123527601300168704
Twitter for iPhone;You mean the Stock Market hit an all-time record high today and they’re actually talking impeachment!? Will I ever be given credit for anything by the Fake News Media or Radical Liberal Dems? NO COLLUSION!;04-23-2019 22:43:34;35000;151953;false;1120820536605585408
Twitter for iPhone;If the Fed had done its job properly, which it has not, the Stock Market would have been up 5000 to 10,000 additional points, and GDP would have been well  over 4% instead of 3%...with almost no inflation. Quantitative tightening was a killer, should have done the exact opposite!;04-14-2019 14:04:00;22630;97655;false;1117428291227533312
Twitter for iPhone;Had the Fed not mistakenly raised interest rates, especially since there is very little inflation, and had they not done the ridiculously timed quantitative tightening, the 3.0% GDP, &amp; Stock Market, would have both been much higher &amp; World Markets would be in a better place!;03-29-2019 21:41:20;20712;90586;false;1111745178824511489
Twitter for iPhone;Had the opposition party (no, not the Media) won the election, the Stock Market would be down at least 10,000 points by now. We are heading up, up, up!;02-19-2019 12:30:03;20127;103462;false;1097835706024644608
Twitter for iPhone;Great earnings coming out of Stock Market. Too bad Media doesn’t devote much time to this!;01-25-2019 03:09:39;23761;127359;false;1088634979037466624
Twitter for iPhone;The Economy is one of the best in our history, with unemployment at a 50 year low, and the Stock Market ready to again break a record (set by us many times) - &amp; all you heard yesterday, based on a phony story, was Impeachment. You want to see a Stock Market Crash, Impeach Trump!;01-19-2019 12:51:30;26918;116885;false;1086607079308251136
Twitter for iPhone;The prospect of Presidential Harassment by the Dems is causing the Stock Market big headaches!;11-12-2018 15:34:09;20268;82850;false;1062005636488142848
Twitter for iPhone;Stock Market up more than 400 points yesterday. Today looks to be another good one. Companies earnings are great!;10-31-2018 13:04:26;12641;60741;false;1057619304949133312
Twitter for iPhone;The Stock Market is up massively since the Election, but is now taking a little pause - people want to see what happens with the Midterms. If you want your Stocks to go down, I strongly suggest voting Democrat. They like the Venezuela financial model, High Taxes &amp; Open Borders!;10-30-2018 12:33:39;30245;112456;false;1057249169507803137
Twitter for iPhone;“Network News gave Zero coverage to the Big Day the Stock Market had yesterday.” @foxandfriends;10-17-2018 12:40:15;14039;58839;false;1052539788190986240
Twitter for iPhone;Stock Market up 548 points today. Also, GREAT jobs numbers!;10-17-2018 02:39:24;13600;70215;false;1052388580734263297
Twitter for iPhone;Incredible number just out, 7,036,000 job openings. Astonishing - it’s all working! Stock Market up big on tremendous potential of USA. Also, Strong Profits. We are Number One in World, by far!;10-16-2018 14:12:06;22836;89441;false;1052200515608690688
Twitter for iPhone;“U.S. Stocks Widen Global Lead” https://t.co/Snhv08ulcO;10-04-2018 19:29:27;12858;52687;false;1047931723302887424
Twitter for iPhone;The Stock Market just reached an All-Time High during my Administration for the 102nd Time, a presidential record, by far, for less than two years. So much potential as Trade and Military Deals are completed.;10-03-2018 13:04:02;20538;91906;false;1047472342354604033
Twitter for iPhone;RT @FoxBusiness: .@POTUS: "The stock market is up 55%... Your 401(k)s are up 50, 60, 70% in some cases." https://t.co/g38SD65pMW;09-22-2018 03:09:25;9154;0;true;1043336436676681729
Twitter for iPhone;“A lot of small &amp; medium size enterprises are registering very good profit, sometimes record profits-there stocks are doing very well, low income workers are getting big raises. There are an awful lot of good things going on that weren’t during Pres. Obama’s Watch.” Peter Morici;09-17-2018 10:01:30;14721;61799;false;1041628201435521024
Twitter for iPhone;“Trump has set Economic Growth on fire. During his time in office, the economy has achieved feats most experts thought impossible. GDP is growing at a 3 percent-plus rate. The unemployment rate is near a 50 year low.” CNBC...Also, the Stock Market is up almost 50% since Election!;09-09-2018 14:12:18;19063;77923;false;1038792215617830912
Twitter for iPhone;Fantastic numbers on consumer spending released on Friday. Stock Market hits all time high!;08-26-2018 14:31:06;22426;106913;false;1033723516116500481
Twitter for iPhone;Stock Market hit all time high on Friday. Congratulations U.S.A.!;08-25-2018 23:45:48;27466;136617;false;1033500723709992960
Twitter for iPhone;Longest bull run in the history of the stock market, congratulations America!;08-22-2018 20:07:29;24042;106347;false;1032358618576900096
Twitter for iPhone;The Stock Market hit 25,000 yesterday. Jobs are at an all time record - and that is before we fix some of the worst trade deals and conditions ever seen by any government. It is all happening!;07-14-2018 09:46:55;23753;111378;false;1018069319702458368
Twitter for iPhone;Stock Market up almost 40% since the Election, with 7 Trillion Dollars of U.S. value built throughout the economy. Lowest unemployment rate in many decades, with Black &amp; Hispanic unemployment lowest in History, and Female unemployment lowest in 21 years. Highest confidence ever!;06-11-2018 21:52:36;32153;139239;false;1006293144911085568
Twitter for iPhone;...but complain and obstruct. They made only bad deals (Iran) and their so-called Trade Deals are the laughing stock of the world!;05-25-2018 23:13:19;14578;65667;false;1000152863035805696
Twitter for iPhone;Obama Administration legalized bump stocks. BAD IDEA. As I promised, today the Department of Justice will issue the rule banning BUMP STOCKS with a mandated comment period. We will BAN all devices that turn legal weapons into illegal machine guns.;03-23-2018 20:50:30;17129;81865;false;977286489410240514
Twitter for iPhone;Very strong improvement and strengthening of background checks will be fully backed by White House. Legislation moving forward. Bump Stocks will soon be out. Highly trained expert teachers will be allowed to conceal carry, subject to State Law. Armed guards OK, deterrent!.......;03-12-2018 13:15:57;17100;81658;false;973185831547670529
Twitter for iPhone;I will be strongly pushing Comprehensive Background Checks with an emphasis on Mental Health. Raise age to 21 and end sale of Bump Stocks! Congress is in a mood to finally do something on this issue - I hope!;02-22-2018 13:13:32;36750;185614;false;966662241977360384
Twitter for iPhone;In the “old days,” when good news was reported, the Stock Market would go up. Today, when good news is reported, the Stock Market goes down. Big mistake, and we have so much good (great) news about the economy!;02-07-2018 14:59:49;22005;112672;false;961253168968622086
Twitter for iPhone;Unprecedented success for our Country, in so many ways, since the Election. Record Stock Market, Strong on Military, Crime, Borders, &amp; ISIS, Judicial Strength &amp; Numbers, Lowest Unemployment for Women &amp; ALL, Massive Tax Cuts, end of Individual Mandate - and so much more. Big 2018!;01-20-2018 22:31:27;29055;130892;false;954843844402647040
Twitter for iPhone;“President Trump is not getting the credit he deserves for the economy. Tax Cut bonuses to more than 2,000,000 workers. Most explosive Stock Market rally that we’ve seen in modern times. 18,000 to 26,000 from Election, and grounded in profitability and growth. All Trump, not 0...;01-14-2018 13:50:14;25199;112365;false;952538350333939713
Twitter for iPhone;RT @LouDobbs: The stock market has gained an incredible 7.8 Trillion dollars in market value since @POTUS was elected! Looks like 4% econom…;01-14-2018 03:42:07;18307;0;true;952385311669178368
Twitter for iPhone;Yesterday was another big day for jobs and the Stock Market. Chrysler coming back to U.S. (Michigan) from Mexico and many more companies paying out Tax Cut money to employees. If Dems won in November, Market would have TANKED! It was headed for disaster.;01-13-2018 14:20:00;548;2182;false;952183452366929920
Twitter for iPhone;Yesterday was a big day for the stock market. Jobs are coming back to America. Chrysler is coming back to the USA, from Mexico and many others will follow. Tax cut money to employees is pouring into our economy with many more companies announcing. American business is hot again!;01-13-2018 13:13:12;24624;117847;false;952166643202916352
Twitter for iPhone;The Stock Market has been creating tremendous benefits for our country in the form of not only Record Setting Stock Prices, but present and future Jobs, Jobs, Jobs. Seven TRILLION dollars of value created since our big election win!;01-07-2018 20:42:13;20322;100254;;950105312782114817
Twitter for iPhone;Brian Ross, the reporter who made a fraudulent live newscast about me that drove the Stock Market down 350 points (billions of dollars), was suspended for a month but is now back at ABC NEWS in a lower capacity. He is no longer allowed to report on Trump. Should have been fired!;01-06-2018 11:57:35;23403;119287;;949610896241946626
Twitter for iPhone;The Fake News Media barely mentions the fact that the Stock Market just hit another New Record and that business in the U.S. is booming...but the people know! Can you imagine if “O” was president and had these numbers - would be biggest story on earth! Dow now over 25,000.;01-05-2018 04:04:20;28059;129174;;949129410208202757
Twitter for iPhone;Stock Market had another good day but, now that the Tax Cut Bill has passed, we have tremendous upward potential. Dow just short of 25,000, a number that few thought would be possible this soon into my administration. Also, unemployment went down to 4.1%. Only getting better!;01-04-2018 02:11:31;19850;106397;;948738634722742273
Twitter for iPhone;If the Dems (Crooked Hillary) got elected, your stocks would be down 50% from values on Election Day. Now they have a great future - and just beginning! https://t.co/9TzSC8F8vY;12-31-2017 13:26:29;14478;63403;false;947458942719979520
